success,failure,stuck,success_percent,failure_percent,stuck_percent
30,4,2,0.8333,0.1111,0.0556
30,4,3,0.8108,0.1081,0.0811
31,4,2,0.8378,0.1081,0.0541
32,4,1,0.8649,0.1081,0.027
33,4,0,0.8919,0.1081,0.0
33,4,1,0.8684,0.1053,0.0263
33,4,2,0.8462,0.1026,0.0513
33,4,3,0.825,0.1,0.075
33,4,4,0.8049,0.0976,0.0976
33,4,5,0.7857,0.0952,0.119
33,4,6,0.7674,0.093,0.1395
34,4,6,0.7727,0.0909,0.1364
34,4,7,0.7556,0.0889,0.1556
34,4,8,0.7391,0.087,0.1739
34,5,7,0.7391,0.1087,0.1522
34,6,7,0.7234,0.1277,0.1489
34,7,7,0.7083,0.1458,0.1458
34,8,6,0.7083,0.1667,0.125
34,9,6,0.6939,0.1837,0.1224
35,9,5,0.7143,0.1837,0.102
35,10,4,0.7143,0.2041,0.0816
35,10,5,0.7,0.2,0.1
36,10,4,0.72,0.2,0.08
36,11,3,0.72,0.22,0.06
37,11,2,0.74,0.22,0.04
38,11,1,0.76,0.22,0.02
39,11,1,0.7647,0.2157,0.0196
40,11,0,0.7843,0.2157,0.0
40,11,1,0.7692,0.2115,0.0192
40,11,2,0.7547,0.2075,0.0377
40,11,3,0.7407,0.2037,0.0556
40,11,4,0.7273,0.2,0.0727
40,11,5,0.7143,0.1964,0.0893
40,11,6,0.7018,0.193,0.1053
40,11,7,0.6897,0.1897,0.1207
40,11,8,0.678,0.1864,0.1356
40,11,9,0.6667,0.1833,0.15
41,11,9,0.6721,0.1803,0.1475
41,11,10,0.6613,0.1774,0.1613
41,12,10,0.6508,0.1905,0.1587
41,13,10,0.6406,0.2031,0.1562
42,13,10,0.6462,0.2,0.1538
42,14,9,0.6462,0.2154,0.1385
43,14,9,0.6515,0.2121,0.1364
43,15,9,0.6418,0.2239,0.1343
43,16,8,0.6418,0.2388,0.1194
43,17,7,0.6418,0.2537,0.1045
43,18,6,0.6418,0.2687,0.0896
44,18,5,0.6567,0.2687,0.0746
45,18,4,0.6716,0.2687,0.0597
45,19,3,0.6716,0.2836,0.0448
46,19,2,0.6866,0.2836,0.0299
46,20,2,0.6765,0.2941,0.0294
46,21,1,0.6765,0.3088,0.0147
46,22,1,0.6667,0.3188,0.0145
47,22,0,0.6812,0.3188,0.0
47,22,1,0.6714,0.3143,0.0143
48,22,0,0.6857,0.3143,0.0
48,22,1,0.6761,0.3099,0.0141
49,22,0,0.6901,0.3099,0.0
49,22,1,0.6806,0.3056,0.0139
49,22,2,0.6712,0.3014,0.0274
49,22,3,0.6622,0.2973,0.0405
50,22,3,0.6667,0.2933,0.04
51,22,2,0.68,0.2933,0.0267
52,22,1,0.6933,0.2933,0.0133
53,22,0,0.7067,0.2933,0.0
54,22,0,0.7105,0.2895,0.0
54,22,1,0.7013,0.2857,0.013
54,22,2,0.6923,0.2821,0.0256
54,22,3,0.6835,0.2785,0.038
54,22,4,0.675,0.275,0.05
55,22,4,0.679,0.2716,0.0494
56,22,3,0.6914,0.2716,0.037
57,22,2,0.7037,0.2716,0.0247
58,22,1,0.716,0.2716,0.0123
59,22,1,0.7195,0.2683,0.0122
60,22,1,0.7229,0.2651,0.012
61,22,0,0.7349,0.2651,0.0
61,22,1,0.7262,0.2619,0.0119
61,22,2,0.7176,0.2588,0.0235
62,22,1,0.7294,0.2588,0.0118
63,22,1,0.7326,0.2558,0.0116
64,22,0,0.7442,0.2558,0.0
64,22,1,0.7356,0.2529,0.0115
64,22,2,0.7273,0.25,0.0227
64,22,3,0.7191,0.2472,0.0337
64,22,4,0.7111,0.2444,0.0444
65,22,4,0.7143,0.2418,0.044
66,22,4,0.7174,0.2391,0.0435
67,22,4,0.7204,0.2366,0.043
67,23,4,0.7128,0.2447,0.0426
67,24,4,0.7053,0.2526,0.0421
68,24,4,0.7083,0.25,0.0417
68,25,3,0.7083,0.2604,0.0312
68,26,3,0.701,0.268,0.0309
68,27,3,0.6939,0.2755,0.0306
68,28,2,0.6939,0.2857,0.0204
69,28,2,0.697,0.2828,0.0202
70,28,2,0.7,0.28,0.02
71,28,1,0.71,0.28,0.01
71,29,0,0.71,0.29,0.0
72,29,0,0.7129,0.2871,0.0
73,29,0,0.7157,0.2843,0.0
74,29,0,0.7184,0.2816,0.0
75,29,0,0.7212,0.2788,0.0
76,29,0,0.7238,0.2762,0.0
77,29,0,0.7264,0.2736,0.0
78,29,0,0.729,0.271,0.0
79,29,0,0.7315,0.2685,0.0
79,29,1,0.7248,0.2661,0.0092
79,29,2,0.7182,0.2636,0.0182
80,29,1,0.7273,0.2636,0.0091
81,29,0,0.7364,0.2636,0.0
82,29,0,0.7387,0.2613,0.0
83,29,0,0.7411,0.2589,0.0
83,29,1,0.7345,0.2566,0.0088
84,29,0,0.7434,0.2566,0.0
84,29,1,0.7368,0.2544,0.0088
85,29,0,0.7456,0.2544,0.0
85,29,1,0.7391,0.2522,0.0087
86,29,1,0.7414,0.25,0.0086
87,29,1,0.7436,0.2479,0.0085
88,29,0,0.7521,0.2479,0.0
89,29,0,0.7542,0.2458,0.0
90,29,0,0.7563,0.2437,0.0
90,29,1,0.75,0.2417,0.0083
90,29,2,0.7438,0.2397,0.0165
90,29,3,0.7377,0.2377,0.0246
90,29,4,0.7317,0.2358,0.0325
90,29,5,0.7258,0.2339,0.0403
90,29,6,0.72,0.232,0.048
90,30,6,0.7143,0.2381,0.0476
90,30,7,0.7087,0.2362,0.0551
90,31,6,0.7087,0.2441,0.0472
90,32,6,0.7031,0.25,0.0469
90,32,7,0.6977,0.2481,0.0543
90,32,8,0.6923,0.2462,0.0615
90,32,9,0.687,0.2443,0.0687
91,32,9,0.6894,0.2424,0.0682
92,32,9,0.6917,0.2406,0.0677
92,32,10,0.6866,0.2388,0.0746
93,32,10,0.6889,0.237,0.0741
93,33,10,0.6838,0.2426,0.0735
93,34,10,0.6788,0.2482,0.073
94,34,10,0.6812,0.2464,0.0725
94,35,10,0.6763,0.2518,0.0719
94,36,9,0.6763,0.259,0.0647
95,36,9,0.6786,0.2571,0.0643
95,37,8,0.6786,0.2643,0.0571
95,38,7,0.6786,0.2714,0.05
96,38,7,0.6809,0.2695,0.0496
96,39,6,0.6809,0.2766,0.0426
96,40,6,0.6761,0.2817,0.0423
96,41,6,0.6713,0.2867,0.042
96,42,5,0.6713,0.2937,0.035
97,42,5,0.6736,0.2917,0.0347
97,43,5,0.669,0.2966,0.0345
97,44,5,0.6644,0.3014,0.0342
97,45,5,0.6599,0.3061,0.034
97,46,4,0.6599,0.3129,0.0272
97,47,4,0.6554,0.3176,0.027
97,48,4,0.651,0.3221,0.0268
97,49,4,0.6467,0.3267,0.0267
97,50,4,0.6424,0.3311,0.0265
97,51,4,0.6382,0.3355,0.0263
98,51,4,0.6405,0.3333,0.0261
98,52,3,0.6405,0.3399,0.0196
98,53,2,0.6405,0.3464,0.0131
98,54,2,0.6364,0.3506,0.013
98,55,1,0.6364,0.3571,0.0065
98,56,0,0.6364,0.3636,0.0
98,57,0,0.6323,0.3677,0.0
99,57,0,0.6346,0.3654,0.0
100,57,0,0.6369,0.3631,0.0
100,57,1,0.6329,0.3608,0.0063
100,57,2,0.6289,0.3585,0.0126
100,57,3,0.625,0.3562,0.0188
100,57,4,0.6211,0.354,0.0248
100,57,5,0.6173,0.3519,0.0309
100,57,6,0.6135,0.3497,0.0368
100,57,7,0.6098,0.3476,0.0427
101,57,7,0.6121,0.3455,0.0424
101,57,8,0.6084,0.3434,0.0482
101,57,9,0.6048,0.3413,0.0539
101,57,10,0.6012,0.3393,0.0595
101,58,10,0.5976,0.3432,0.0592
101,59,10,0.5941,0.3471,0.0588
101,60,10,0.5906,0.3509,0.0585
101,61,10,0.5872,0.3547,0.0581
101,62,10,0.5838,0.3584,0.0578
102,62,10,0.5862,0.3563,0.0575
102,63,10,0.5829,0.36,0.0571
102,64,10,0.5795,0.3636,0.0568
102,65,10,0.5763,0.3672,0.0565
102,66,9,0.5763,0.3729,0.0508
102,67,8,0.5763,0.3785,0.0452
103,67,7,0.5819,0.3785,0.0395
104,67,7,0.5843,0.3764,0.0393
105,67,6,0.5899,0.3764,0.0337
105,68,5,0.5899,0.382,0.0281
105,69,4,0.5899,0.3876,0.0225
105,70,3,0.5899,0.3933,0.0169
106,70,2,0.5955,0.3933,0.0112
106,71,2,0.5922,0.3966,0.0112
107,71,1,0.5978,0.3966,0.0056
107,72,1,0.5944,0.4,0.0056
107,73,0,0.5944,0.4056,0.0
107,73,1,0.5912,0.4033,0.0055
108,73,1,0.5934,0.4011,0.0055
109,73,0,0.5989,0.4011,0.0
110,73,0,0.6011,0.3989,0.0
111,73,0,0.6033,0.3967,0.0
111,73,1,0.6,0.3946,0.0054
111,73,2,0.5968,0.3925,0.0108
111,73,3,0.5936,0.3904,0.016
111,73,4,0.5904,0.3883,0.0213
111,73,5,0.5873,0.3862,0.0265
111,73,6,0.5842,0.3842,0.0316
111,74,6,0.5812,0.3874,0.0314
112,74,6,0.5833,0.3854,0.0312
113,74,6,0.5855,0.3834,0.0311
113,75,5,0.5855,0.3886,0.0259
113,76,4,0.5855,0.3938,0.0207
114,76,3,0.5907,0.3938,0.0155
115,76,2,0.5959,0.3938,0.0104
115,77,1,0.5959,0.399,0.0052
115,78,1,0.5928,0.4021,0.0052
116,78,0,0.5979,0.4021,0.0
116,78,1,0.5949,0.4,0.0051
117,78,1,0.5969,0.398,0.0051
118,78,1,0.599,0.3959,0.0051
119,78,0,0.6041,0.3959,0.0
119,78,1,0.601,0.3939,0.0051
119,78,2,0.598,0.392,0.0101
119,78,3,0.595,0.39,0.015
120,78,2,0.6,0.39,0.01
121,78,1,0.605,0.39,0.005
122,78,1,0.607,0.3881,0.005
123,78,0,0.6119,0.3881,0.0
124,78,0,0.6139,0.3861,0.0
124,78,1,0.6108,0.3842,0.0049
125,78,1,0.6127,0.3824,0.0049
125,78,2,0.6098,0.3805,0.0098
125,78,3,0.6068,0.3786,0.0146
126,78,3,0.6087,0.3768,0.0145
127,78,3,0.6106,0.375,0.0144
128,78,2,0.6154,0.375,0.0096
128,79,2,0.6124,0.378,0.0096
129,79,1,0.6172,0.378,0.0048
130,79,0,0.622,0.378,0.0
130,79,1,0.619,0.3762,0.0048
130,79,2,0.6161,0.3744,0.0095
131,79,2,0.6179,0.3726,0.0094
132,79,1,0.6226,0.3726,0.0047
133,79,0,0.6274,0.3726,0.0
133,79,1,0.6244,0.3709,0.0047
134,79,0,0.6291,0.3709,0.0
134,79,1,0.6262,0.3692,0.0047
135,79,0,0.6308,0.3692,0.0
136,79,0,0.6326,0.3674,0.0
136,79,1,0.6296,0.3657,0.0046
136,79,2,0.6267,0.3641,0.0092
137,79,1,0.6313,0.3641,0.0046
137,79,2,0.6284,0.3624,0.0092
137,79,3,0.6256,0.3607,0.0137
137,79,4,0.6227,0.3591,0.0182
138,79,4,0.6244,0.3575,0.0181
139,79,3,0.629,0.3575,0.0136
139,79,4,0.6261,0.3559,0.018
140,79,3,0.6306,0.3559,0.0135
141,79,2,0.6351,0.3559,0.009
142,79,1,0.6396,0.3559,0.0045
143,79,0,0.6441,0.3559,0.0
143,79,1,0.6413,0.3543,0.0045
144,79,0,0.6457,0.3543,0.0
145,79,0,0.6473,0.3527,0.0
146,79,0,0.6489,0.3511,0.0
146,79,1,0.646,0.3496,0.0044
147,79,1,0.6476,0.348,0.0044
148,79,0,0.652,0.348,0.0
149,79,0,0.6535,0.3465,0.0
149,79,1,0.6507,0.345,0.0044
150,79,0,0.655,0.345,0.0
150,79,1,0.6522,0.3435,0.0043
150,79,2,0.6494,0.342,0.0087
151,79,2,0.6509,0.3405,0.0086
152,79,1,0.6552,0.3405,0.0043
153,79,0,0.6595,0.3405,0.0
153,79,1,0.6567,0.3391,0.0043
153,79,2,0.6538,0.3376,0.0085
154,79,1,0.6581,0.3376,0.0043
155,79,0,0.6624,0.3376,0.0
155,79,1,0.6596,0.3362,0.0043
156,79,1,0.661,0.3347,0.0042
157,79,0,0.6653,0.3347,0.0
158,79,0,0.6667,0.3333,0.0
158,79,1,0.6639,0.3319,0.0042
158,79,2,0.6611,0.3305,0.0084
158,79,3,0.6583,0.3292,0.0125
158,79,4,0.6556,0.3278,0.0166
159,79,4,0.657,0.3264,0.0165
159,80,4,0.6543,0.3292,0.0165
160,80,4,0.6557,0.3279,0.0164
160,81,3,0.6557,0.332,0.0123
161,81,2,0.6598,0.332,0.0082
162,81,2,0.6612,0.3306,0.0082
162,82,1,0.6612,0.3347,0.0041
163,82,0,0.6653,0.3347,0.0
163,82,1,0.6626,0.3333,0.0041
163,82,2,0.6599,0.332,0.0081
163,82,3,0.6573,0.3306,0.0121
163,82,4,0.6546,0.3293,0.0161
163,82,5,0.652,0.328,0.02
163,82,6,0.6494,0.3267,0.0239
163,83,6,0.6468,0.3294,0.0238
163,84,6,0.6443,0.332,0.0237
164,84,6,0.6457,0.3307,0.0236
164,85,5,0.6457,0.3346,0.0197
164,86,4,0.6457,0.3386,0.0157
165,86,4,0.6471,0.3373,0.0157
166,86,3,0.651,0.3373,0.0118
166,87,2,0.651,0.3412,0.0078
167,87,2,0.6523,0.3398,0.0078
167,88,1,0.6523,0.3438,0.0039
167,89,0,0.6523,0.3477,0.0
167,89,1,0.6498,0.3463,0.0039
167,89,2,0.6473,0.345,0.0078
168,89,2,0.6486,0.3436,0.0077
169,89,2,0.65,0.3423,0.0077
170,89,2,0.6513,0.341,0.0077
171,89,1,0.6552,0.341,0.0038
172,89,1,0.6565,0.3397,0.0038
173,89,1,0.6578,0.3384,0.0038
174,89,1,0.6591,0.3371,0.0038
175,89,0,0.6629,0.3371,0.0
175,89,1,0.6604,0.3358,0.0038
175,89,2,0.6579,0.3346,0.0075
176,89,2,0.6592,0.3333,0.0075
177,89,1,0.6629,0.3333,0.0037
178,89,0,0.6667,0.3333,0.0
179,89,0,0.6679,0.3321,0.0
180,89,0,0.6691,0.3309,0.0
181,89,0,0.6704,0.3296,0.0
182,89,0,0.6716,0.3284,0.0
183,89,0,0.6728,0.3272,0.0
183,89,1,0.6703,0.326,0.0037
184,89,1,0.6715,0.3248,0.0036
185,89,1,0.6727,0.3236,0.0036
186,89,0,0.6764,0.3236,0.0
187,89,0,0.6775,0.3225,0.0
187,89,1,0.6751,0.3213,0.0036
188,89,1,0.6763,0.3201,0.0036
189,89,0,0.6799,0.3201,0.0
189,89,1,0.6774,0.319,0.0036
190,89,1,0.6786,0.3179,0.0036
191,89,0,0.6821,0.3179,0.0
191,89,1,0.6797,0.3167,0.0036
192,89,1,0.6809,0.3156,0.0035
193,89,1,0.682,0.3145,0.0035
194,89,0,0.6855,0.3145,0.0
194,89,1,0.6831,0.3134,0.0035
195,89,1,0.6842,0.3123,0.0035
196,89,1,0.6853,0.3112,0.0035
197,89,0,0.6888,0.3112,0.0
197,89,1,0.6864,0.3101,0.0035
198,89,1,0.6875,0.309,0.0035
199,89,0,0.691,0.309,0.0
200,89,0,0.692,0.308,0.0
200,89,1,0.6897,0.3069,0.0034
201,89,0,0.6931,0.3069,0.0
201,89,1,0.6907,0.3058,0.0034
202,89,1,0.6918,0.3048,0.0034
203,89,0,0.6952,0.3048,0.0
203,89,1,0.6928,0.3038,0.0034
204,89,1,0.6939,0.3027,0.0034
205,89,1,0.6949,0.3017,0.0034
206,89,0,0.6983,0.3017,0.0
206,89,1,0.6959,0.3007,0.0034
207,89,1,0.697,0.2997,0.0034
208,89,1,0.698,0.2987,0.0034
209,89,0,0.7013,0.2987,0.0
209,89,1,0.699,0.2977,0.0033
209,89,2,0.6967,0.2967,0.0067
209,89,3,0.6944,0.2957,0.01
209,89,4,0.6921,0.2947,0.0132
209,89,5,0.6898,0.2937,0.0165
209,89,6,0.6875,0.2928,0.0197
209,89,7,0.6852,0.2918,0.023
209,89,8,0.683,0.2908,0.0261
209,89,9,0.6808,0.2899,0.0293
209,89,10,0.6786,0.289,0.0325
209,89,11,0.6764,0.288,0.0356
209,89,12,0.6742,0.2871,0.0387
209,90,12,0.672,0.2894,0.0386
209,91,12,0.6699,0.2917,0.0385
210,91,12,0.6709,0.2907,0.0383
210,92,12,0.6688,0.293,0.0382
210,93,12,0.6667,0.2952,0.0381
211,93,11,0.6698,0.2952,0.0349
212,93,10,0.673,0.2952,0.0317
212,94,9,0.673,0.2984,0.0286
212,95,8,0.673,0.3016,0.0254
212,96,8,0.6709,0.3038,0.0253
213,96,7,0.6741,0.3038,0.0222
213,97,6,0.6741,0.307,0.019
213,98,5,0.6741,0.3101,0.0158
213,99,4,0.6741,0.3133,0.0127
213,100,3,0.6741,0.3165,0.0095
213,101,2,0.6741,0.3196,0.0063
213,102,1,0.6741,0.3228,0.0032
213,103,0,0.6741,0.3259,0.0
213,103,1,0.6719,0.3249,0.0032
213,103,2,0.6698,0.3239,0.0063
214,103,2,0.6708,0.3229,0.0063
215,103,1,0.674,0.3229,0.0031
216,103,0,0.6771,0.3229,0.0
216,103,1,0.675,0.3219,0.0031
216,103,2,0.6729,0.3209,0.0062
216,103,3,0.6708,0.3199,0.0093
217,103,2,0.6739,0.3199,0.0062
218,103,1,0.677,0.3199,0.0031
219,103,0,0.6801,0.3199,0.0
219,103,1,0.678,0.3189,0.0031
220,103,0,0.6811,0.3189,0.0
220,103,1,0.679,0.3179,0.0031
220,103,2,0.6769,0.3169,0.0062
221,103,2,0.6779,0.316,0.0061
222,103,1,0.681,0.316,0.0031
223,103,0,0.684,0.316,0.0
223,103,1,0.682,0.315,0.0031
224,103,1,0.6829,0.314,0.003
224,103,2,0.6809,0.3131,0.0061
225,103,2,0.6818,0.3121,0.0061
226,103,1,0.6848,0.3121,0.003
227,103,0,0.6879,0.3121,0.0
227,103,1,0.6858,0.3112,0.003
228,103,0,0.6888,0.3112,0.0
229,103,0,0.6898,0.3102,0.0
229,103,1,0.6877,0.3093,0.003
230,103,0,0.6907,0.3093,0.0
230,103,1,0.6886,0.3084,0.003
231,103,0,0.6916,0.3084,0.0
231,103,1,0.6896,0.3075,0.003
231,103,2,0.6875,0.3065,0.006
231,103,3,0.6855,0.3056,0.0089
231,103,4,0.6834,0.3047,0.0118
231,103,5,0.6814,0.3038,0.0147
231,103,6,0.6794,0.3029,0.0176
232,103,5,0.6824,0.3029,0.0147
233,103,5,0.6833,0.3021,0.0147
234,103,4,0.6862,0.3021,0.0117
235,103,3,0.6891,0.3021,0.0088
236,103,2,0.6921,0.3021,0.0059
237,103,1,0.695,0.3021,0.0029
238,103,0,0.6979,0.3021,0.0
238,103,1,0.6959,0.3012,0.0029
238,103,2,0.6939,0.3003,0.0058
239,103,2,0.6948,0.2994,0.0058
240,103,1,0.6977,0.2994,0.0029
241,103,0,0.7006,0.2994,0.0
241,103,1,0.6986,0.2986,0.0029
241,103,2,0.6965,0.2977,0.0058
241,103,3,0.6945,0.2968,0.0086
242,103,3,0.6954,0.296,0.0086
243,103,2,0.6983,0.296,0.0057
244,103,1,0.7011,0.296,0.0029
244,103,2,0.6991,0.2951,0.0057
245,103,1,0.702,0.2951,0.0029
245,103,2,0.7,0.2943,0.0057
245,103,3,0.698,0.2934,0.0085
245,103,4,0.696,0.2926,0.0114
245,103,5,0.6941,0.2918,0.0142
245,103,6,0.6921,0.291,0.0169
245,103,7,0.6901,0.2901,0.0197
245,103,8,0.6882,0.2893,0.0225
245,103,9,0.6863,0.2885,0.0252
245,103,10,0.6844,0.2877,0.0279
245,103,11,0.6825,0.2869,0.0306
246,103,11,0.6833,0.2861,0.0306
247,103,11,0.6842,0.2853,0.0305
248,103,11,0.6851,0.2845,0.0304
248,104,11,0.6832,0.2865,0.0303
249,104,10,0.686,0.2865,0.0275
250,104,9,0.6887,0.2865,0.0248
251,104,8,0.6915,0.2865,0.022
252,104,7,0.6942,0.2865,0.0193
252,105,6,0.6942,0.2893,0.0165
253,105,5,0.697,0.2893,0.0138
254,105,4,0.6997,0.2893,0.011
254,106,3,0.6997,0.292,0.0083
254,107,2,0.6997,0.2948,0.0055
254,108,1,0.6997,0.2975,0.0028
255,108,0,0.7025,0.2975,0.0
255,108,1,0.7005,0.2967,0.0027
255,108,2,0.6986,0.2959,0.0055
256,108,2,0.6995,0.2951,0.0055
257,108,1,0.7022,0.2951,0.0027
258,108,0,0.7049,0.2951,0.0
258,108,1,0.703,0.2943,0.0027
258,108,2,0.7011,0.2935,0.0054
258,108,3,0.6992,0.2927,0.0081
258,108,4,0.6973,0.2919,0.0108
258,108,5,0.6954,0.2911,0.0135
259,108,4,0.6981,0.2911,0.0108
259,109,3,0.6981,0.2938,0.0081
260,109,2,0.7008,0.2938,0.0054
261,109,1,0.7035,0.2938,0.0027
262,109,0,0.7062,0.2938,0.0
263,109,0,0.707,0.293,0.0
264,109,0,0.7078,0.2922,0.0
265,109,0,0.7086,0.2914,0.0
265,109,1,0.7067,0.2907,0.0027
265,109,2,0.7048,0.2899,0.0053
265,109,3,0.7029,0.2891,0.008
266,109,3,0.7037,0.2884,0.0079
267,109,2,0.7063,0.2884,0.0053
268,109,1,0.709,0.2884,0.0026
269,109,0,0.7116,0.2884,0.0
269,109,1,0.7098,0.2876,0.0026
269,109,2,0.7079,0.2868,0.0053
269,109,3,0.706,0.2861,0.0079
269,109,4,0.7042,0.2853,0.0105
269,110,4,0.7023,0.2872,0.0104
270,110,4,0.7031,0.2865,0.0104
270,110,5,0.7013,0.2857,0.013
271,110,4,0.7039,0.2857,0.0104
272,110,3,0.7065,0.2857,0.0078
272,111,2,0.7065,0.2883,0.0052
273,111,1,0.7091,0.2883,0.0026
274,111,1,0.7098,0.2876,0.0026
275,111,0,0.7124,0.2876,0.0
275,111,1,0.7106,0.2868,0.0026
276,111,0,0.7132,0.2868,0.0
276,111,1,0.7113,0.2861,0.0026
277,111,0,0.7139,0.2861,0.0
277,111,1,0.7121,0.2853,0.0026
278,111,1,0.7128,0.2846,0.0026
279,111,0,0.7154,0.2846,0.0
279,111,1,0.7136,0.2839,0.0026
279,111,2,0.7117,0.2832,0.0051
279,111,3,0.7099,0.2824,0.0076
279,111,4,0.7081,0.2817,0.0102
279,111,5,0.7063,0.281,0.0127
280,111,4,0.7089,0.281,0.0101
281,111,3,0.7114,0.281,0.0076
281,111,4,0.7096,0.2803,0.0101
281,111,5,0.7078,0.2796,0.0126
281,111,6,0.706,0.2789,0.0151
282,111,6,0.7068,0.2782,0.015
282,111,7,0.705,0.2775,0.0175
282,111,8,0.7032,0.2768,0.02
283,111,8,0.704,0.2761,0.0199
283,112,8,0.7022,0.2779,0.0199
284,112,8,0.703,0.2772,0.0198
285,112,8,0.7037,0.2765,0.0198
285,112,9,0.702,0.2759,0.0222
285,112,10,0.7002,0.2752,0.0246
286,112,9,0.7027,0.2752,0.0221
286,112,10,0.701,0.2745,0.0245
287,112,9,0.7034,0.2745,0.0221
287,113,8,0.7034,0.277,0.0196
288,113,7,0.7059,0.277,0.0172
289,113,6,0.7083,0.277,0.0147
290,113,5,0.7108,0.277,0.0123
290,113,6,0.709,0.2763,0.0147
291,113,5,0.7115,0.2763,0.0122
291,113,6,0.7098,0.2756,0.0146
292,113,6,0.7105,0.2749,0.0146
293,113,5,0.7129,0.2749,0.0122
294,113,4,0.7153,0.2749,0.0097
295,113,4,0.716,0.2743,0.0097
296,113,3,0.7184,0.2743,0.0073
297,113,2,0.7209,0.2743,0.0049
298,113,1,0.7233,0.2743,0.0024
299,113,0,0.7257,0.2743,0.0
299,113,1,0.724,0.2736,0.0024
299,113,2,0.7222,0.2729,0.0048
299,113,3,0.7205,0.2723,0.0072
299,113,4,0.7188,0.2716,0.0096
299,113,5,0.717,0.271,0.012
299,113,6,0.7153,0.2703,0.0144
299,113,7,0.7136,0.2697,0.0167
299,113,8,0.7119,0.269,0.019
299,113,9,0.7102,0.2684,0.0214
299,113,10,0.7085,0.2678,0.0237
299,113,11,0.7069,0.2671,0.026
299,113,12,0.7052,0.2665,0.0283
299,113,13,0.7035,0.2659,0.0306
299,113,14,0.7019,0.2653,0.0329
299,113,15,0.7002,0.2646,0.0351
299,113,16,0.6986,0.264,0.0374
299,113,17,0.697,0.2634,0.0396
299,113,18,0.6953,0.2628,0.0419
299,114,18,0.6937,0.2645,0.0418
299,115,18,0.6921,0.2662,0.0417
299,116,17,0.6921,0.2685,0.0394
299,117,16,0.6921,0.2708,0.037
299,118,15,0.6921,0.2731,0.0347
299,119,14,0.6921,0.2755,0.0324
300,119,13,0.6944,0.2755,0.0301
300,120,12,0.6944,0.2778,0.0278
300,121,11,0.6944,0.2801,0.0255
300,121,12,0.6928,0.2794,0.0277
300,121,13,0.6912,0.2788,0.03
301,121,13,0.692,0.2782,0.0299
301,122,12,0.692,0.2805,0.0276
301,123,11,0.692,0.2828,0.0253
302,123,10,0.6943,0.2828,0.023
303,123,9,0.6966,0.2828,0.0207
303,124,8,0.6966,0.2851,0.0184
303,125,7,0.6966,0.2874,0.0161
303,126,6,0.6966,0.2897,0.0138
303,127,5,0.6966,0.292,0.0115
303,128,4,0.6966,0.2943,0.0092
303,129,3,0.6966,0.2966,0.0069
303,130,2,0.6966,0.2989,0.0046
304,130,1,0.6989,0.2989,0.0023
304,131,0,0.6989,0.3011,0.0
304,131,1,0.6972,0.3005,0.0023
305,131,1,0.6979,0.2998,0.0023
